name_x,abv,ibu,style,ounces,name_y,city,state
Camelback,0.061,60,American IPA,12,Phoenix Ale Brewery,Phoenix, AZ
Elephant Rock IPA,0.07,75,American IPA,12,Pikes Peak Brewing Company,Monument, CO
Hot Date Ale,0.06,20,Chile Beer,16,Piney River Brewing Company,Bucryus, MO
Sweet Potato Ale,0.06,24,Fruit / Vegetable Beer,16,Piney River Brewing Company,Bucryus, MO
Float Trip Ale,0.045,18,American Blonde Ale,16,Piney River Brewing Company,Bucryus, MO
Old Tom Porter,0.055,25,American Porter,16,Piney River Brewing Company,Bucryus, MO
Black Walnut Wheat,0.045,18,American Dark Wheat Ale,16,Piney River Brewing Company,Bucryus, MO
McKinney Eddy Amber Ale,0.055,20,American Amber / Red Ale,16,Piney River Brewing Company,Bucryus, MO
Missouri Mule India Pale Ale,0.07,70,American IPA,16,Piney River Brewing Company,Bucryus, MO
GreyBeard™ IPA,0.069,51,American IPA,12,Pisgah Brewing Company,Black Mountain, NC
Pisgah Pale Ale,0.057,31,American Pale Ale (APA),12,Pisgah Brewing Company,Black Mountain, NC
Mazzie,0.054,45,American Pale Ale (APA),12,Pollyanna Brewing Company,Lemont, IL
Morning Wood Wheat (Current),0.059,14,American Pale Wheat Ale,12,Pug Ryan's Brewery,Dillon, CO
Hideout Helles,0.069,17,Munich Helles Lager,12,Pug Ryan's Brewery,Dillon, CO
Dead Eye Dunkel,0.06,15,Munich Dunkel Lager,12,Pug Ryan's Brewery,Dillon, CO
Peacemaker Pilsner,0.058,21,Czech Pilsener,12,Pug Ryan's Brewery,Dillon, CO
Over the Rail Pale Ale,0.057,68,American Pale Ale (APA),12,Pug Ryan's Brewery,Dillon, CO
Pallavicini Pilsner (2009),0.058,21,Czech Pilsener,12,Pug Ryan's Brewery,Dillon, CO
Pyramid Hefeweizen (2011),0.052,18,Hefeweizen,12,Pyramid Breweries,Seattle, WA
Haywire Hefeweizen (2010),0.052,18,Hefeweizen,16,Pyramid Breweries,Seattle, WA
Golden Fleece,0.045,35,Belgian Pale Ale,12,Quest Brewing Company,Greenville, SC
Smoking Mirror,0.055,30,American Porter,12,Quest Brewing Company,Greenville, SC
Pride of Texas Pale Ale,0.058,60,American Pale Ale (APA),12,Rahr & Sons Brewing Company,Fort Worth, TX
18th Anniversary Gose,0.044,5,Gose,12,Real Ale Brewing Company,Blanco, TX
White (2015),0.046,25,Witbier,12,Real Ale Brewing Company,Blanco, TX
BLAKKR,0.099,85,American Black Ale,12,Real Ale Brewing Company,Blanco, TX
Firemans #4 Blonde Ale (2013),0.051,21,American Blonde Ale,12,Real Ale Brewing Company,Blanco, TX
Hans' Pils (2015),0.053,52,German Pilsener,12,Real Ale Brewing Company,Blanco, TX
Four Squared (2015),0.06,50,American Blonde Ale,12,Real Ale Brewing Company,Blanco, TX
Firemans #4 Blonde Ale (2015),0.051,21,American Blonde Ale,12,Real Ale Brewing Company,Blanco, TX
Watership Brown Ale,0.072,55,American Brown Ale,12,Red Hare Brewing Company,Marietta, GA
Gangway IPA,0.062,55,American IPA,12,Red Hare Brewing Company,Marietta, GA
Farmer's Daughter Blonde,0.051,17,American Blonde Ale,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Pump House IPA,0.055,45,American IPA,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Honey Rye,0.058,18,Rye Beer,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Long Hammer IPA,0.065,44,American IPA,16,Redhook Brewery,Woodinville, WA
Copper Hook (2011),0.058,27,American Amber / Red Ale,12,Redhook Brewery,Woodinville, WA
Blood Orange Wit,0.05,16,Witbier,16,Refuge Brewery,Temecula, CA
Consilium,0.05,40,American Pale Ale (APA),12,Renegade Brewing Company,Denver, CO
Hammer & Sickle,0.09,60,Russian Imperial Stout,12,Renegade Brewing Company,Denver, CO
Redacted Rye IPA,0.07,100,American IPA,16,Renegade Brewing Company,Denver, CO
Elevation Triple India Pale Ale,0.099,100,American Double / Imperial IPA,12,Renegade Brewing Company,Denver, CO
5:00 O'Clock Afternoon Ale,0.05,25,American Blonde Ale,16,Renegade Brewing Company,Denver, CO
Ryeteous Rye IPA (2012),0.07,100,American IPA,16,Renegade Brewing Company,Denver, CO
Fist City,0.055,40,American Pale Ale (APA),12,Revolution Brewing Company,Chicago, IL
Rosa Hibiscus Ale,0.058,15,Herbed / Spiced Beer,12,Revolution Brewing Company,Chicago, IL
Fistmas Ale,0.061,31,Herbed / Spiced Beer,12,Revolution Brewing Company,Chicago, IL
Oktoberfest Revolution,0.057,25,Märzen / Oktoberfest,12,Revolution Brewing Company,Chicago, IL
Eugene Porter,0.068,28,American Porter,12,Revolution Brewing Company,Chicago, IL
Anti-Hero IPA,0.065,70,American IPA,12,Revolution Brewing Company,Chicago, IL
Bottom Up Belgian Wit,0.05,14,Witbier,12,Revolution Brewing Company,Chicago, IL
Hustle,0.057,42,American Amber / Red Ale,12,Rhinegeist Brewery,Cincinnati, OH
Pure Fury,0.055,42,American Pale Ale (APA),12,Rhinegeist Brewery,Cincinnati, OH
Dad,0.06,60,American Amber / Red Ale,12,Rhinegeist Brewery,Cincinnati, OH
Panther,0.058,35,American Porter,12,Rhinegeist Brewery,Cincinnati, OH
Franz,0.052,21,Märzen / Oktoberfest,12,Rhinegeist Brewery,Cincinnati, OH
Zen,0.043,45,American Pale Ale (APA),12,Rhinegeist Brewery,Cincinnati, OH
Truth,0.072,75,American IPA,12,Rhinegeist Brewery,Cincinnati, OH
Cougar,0.048,25,American Blonde Ale,12,Rhinegeist Brewery,Cincinnati, OH
Lil SIPA,0.05,55,American IPA,16,Rivertown Brewing Company,Lockland, OH
Hop Bomber Rye Pale Ale,0.055,60,American Pale Ale (APA),16,Rivertown Brewing Company,Lockland, OH
Jah Mon,0.05,100,American IPA,12,Rivertowne Brewing Company,Export, PA
12th Round,0.076,78,American Strong Ale,16,RoughTail Brewing Company,Midwest City, OK
RoughTail IPA,0.07,80,American IPA,16,RoughTail Brewing Company,Midwest City, OK
Sundown,0.071,36,Saison / Farmhouse Ale,12,Round Guys Brewing,Lansdale, PA
Original Slacker Ale,0.056,40,English Brown Ale,12,Round Guys Brewing,Lansdale, PA
Dog Days Summer Ale,0.045,28,Kölsch,12,Round Guys Brewing,Lansdale, PA
1881 California Red,0.056,35,American Amber / Red Ale,12,Ruhstaller Beer Company,Sacramento, CA
CAPT Black IPA,0.073,55,American Black Ale,12,Ruhstaller Beer Company,Sacramento, CA
Ruhstaller's Gilt Edge Lager Beer,0.048,42,American Amber / Red Lager,12,Ruhstaller Beer Company,Sacramento, CA
1881 California Red Ale,0.056,35,American Amber / Red Ale,16,Ruhstaller Beer Company,Sacramento, CA
Saint Archer White Ale,0.05,15,Witbier,12,Saint Archer Brewery,San Diego, CA
Saint Archer IPA,0.068,66,American IPA,12,Saint Archer Brewery,San Diego, CA
Saint Archer Pale Ale,0.052,40,American Pale Ale (APA),12,Saint Archer Brewery,San Diego, CA
Saint Archer Blonde,0.048,22,Kölsch,12,Saint Archer Brewery,San Diego, CA
Sex Panther,0.069,20,American Porter,12,SanTan Brewing Company,Chandler, AZ
Winter Warmer (Vault Series),0.095,25,Winter Warmer,16,SanTan Brewing Company,Chandler, AZ
Count Hopula (Vault Series),0.091,99,American Double / Imperial IPA,16,SanTan Brewing Company,Chandler, AZ
SunSpot Golden Ale,0.05,15,American Blonde Ale,12,SanTan Brewing Company,Chandler, AZ
Epicenter Amber Ale,0.055,20,American Amber / Red Ale,12,SanTan Brewing Company,Chandler, AZ
SanTan HefeWeizen,0.05,15,Hefeweizen,12,SanTan Brewing Company,Chandler, AZ
Hop Shock IPA,0.07,85,American IPA,12,SanTan Brewing Company,Chandler, AZ
Sex Panther (2014),0.069,20,American Porter,12,SanTan Brewing Company,Chandler, AZ
Devil’s Ale,0.055,45,American Pale Ale (APA),12,SanTan Brewing Company,Chandler, AZ
Mr. Pineapple,0.05,20,Fruit / Vegetable Beer,12,SanTan Brewing Company,Chandler, AZ
American Idiot Ale (2012),0.055,45,American Pale Ale (APA),12,SanTan Brewing Company,Chandler, AZ
Hop Shock IPA (2010),0.07,85,American IPA,12,SanTan Brewing Company,Chandler, AZ
SanTan HefeWeizen (2010),0.05,15,Hefeweizen,12,SanTan Brewing Company,Chandler, AZ
Devil’s Ale (2010),0.055,45,American Pale Ale (APA),12,SanTan Brewing Company,Chandler, AZ
Epicenter Amber Ale (2010),0.055,20,American Amber / Red Ale,12,SanTan Brewing Company,Chandler, AZ
Sanitas Saison Ale,0.058,20,Saison / Farmhouse Ale,12,Sanitas Brewing Company,Boulder, CO
Sanitas Black IPA,0.068,65,American Black Ale,12,Sanitas Brewing Company,Boulder, CO
Giant DIPA,0.089,88,American Double / Imperial IPA,16,Santa Cruz Mountain Brewing,Santa Cruz, CA
Saison 88,0.055,30,Saison / Farmhouse Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Black IPA,0.071,95,American Black Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Oval Beach Blonde Ale,0.05,11,American Blonde Ale,16,Saugatuck Brewing Company,Douglas, MI
Schlafly Yakima Wheat Ale,0.05,45,American Pale Wheat Ale,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly IPA,0.045,30,American IPA,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly American Brown Ale,0.05,30,American Brown Ale,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Hefeweizen,0.041,16,Hefeweizen,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Summer Lager,0.045,17,Munich Helles Lager,12,Schlafly Brewing Company,Saint Louis, MO
Blur India Pale Ale,0.074,60,American IPA,12,Seabright Brewery,Santa Cruz, CA
Frankenlou's IPA,0.07,105,American IPA,16,Seven Brides Brewery,Silverton, OR
Becky's Black Cat Porter,0.07,55,American Porter,16,Seven Brides Brewery,Silverton, OR
Seventh Son of a Seventh Son,0.077,40,American Strong Ale,16,Seventh Son Brewing Company,Columbus, OH
Stone Fort Brown Ale,0.053,20,English Brown Ale,16,Seventh Son Brewing Company,Columbus, OH
Seventh Son Hopped Red Ale,0.077,40,American Amber / Red Ale,16,Seventh Son Brewing Company,Columbus, OH
Humulus Nimbus Super Pale Ale,0.06,53,American Pale Ale (APA),16,Seventh Son Brewing Company,Columbus, OH
Golden Ratio IPA,0.07,68,American IPA,16,Seventh Son Brewing Company,Columbus, OH
Monkey Fist IPA,0.069,65,American IPA,12,Shipyard Brewing Company,Portland, ME
Torpedo,0.072,65,American IPA,12,Sierra Nevada Brewing Company,Chico, CA
Sierra Nevada Pale Ale,0.056,37,American Pale Ale (APA),16,Sierra Nevada Brewing Company,Chico, CA
Old Chico Crystal Wheat,0.048,26,American Pale Wheat Ale,12,Sierra Nevada Brewing Company,Chico, CA
Summerfest,0.05,28,Czech Pilsener,12,Sierra Nevada Brewing Company,Chico, CA
4Beans,0.1,52,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY
Jammer,0.042,16,Gose,12,Sixpoint Craft Ales,Brooklyn, NY
Rad,0.032,7,Fruit / Vegetable Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali,0.065,62,American IPA,24,Sixpoint Craft Ales,Brooklyn, NY
Sensi Harvest,0.047,50,American Pale Ale (APA),12,Sixpoint Craft Ales,Brooklyn, NY
Hi-Res,0.099,111,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY
Global Warmer,0.07,70,American Strong Ale,12,Sixpoint Craft Ales,Brooklyn, NY
Autumnation (2013),0.067,74,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
The Crisp,0.054,42,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY
Sweet Action,0.052,34,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Righteous Ale,0.063,57,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali Tiger,0.064,62,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
3Beans,0.099,85,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY
Brownstone,0.059,47,American Brown Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Apollo,0.052,11,American Pale Wheat Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Harbinger,0.049,35,Saison / Farmhouse Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Resin,0.091,103,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY
Diesel,0.063,69,American Stout,16,Sixpoint Craft Ales,Brooklyn, NY
Autumnation (2011-12) (2011),0.06,48,Pumpkin Ale,16,Sixpoint Craft Ales,Brooklyn, NY
The Crisp (2011),0.054,42,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY
Sweet Action (2011),0.052,34,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Righteous Ale (2011),0.063,57,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali Tiger (2011),0.064,62,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
Modus Hoperandi,0.068,65,American IPA,12,Ska Brewing Company,Durango, CO
Estival Cream Stout,0.058,15,American Stout,12,Ska Brewing Company,Durango, CO
Mexican Logger,0.042,18,American Pale Lager,12,Ska Brewing Company,Durango, CO
ESB Special Ale,0.057,58,Extra Special / Strong Bitter (ESB),12,Ska Brewing Company,Durango, CO
Iron Butt Red Ale,0.058,39,American Amber / Red Ale,12,Slanted Rock Brewing Company,Meridian, ID
Initial Point India Pale Ale,0.071,92,American IPA,12,Slanted Rock Brewing Company,Meridian, ID
Homefront IPA,0.06,70,American IPA,12,Sly Fox Brewing Company,Phoenixville, PA
Sly Fox Christmas Ale 2013,0.055,16,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA
Grisette,0.056,25,Grisette,12,Sly Fox Brewing Company,Pottstown, PA
Helles Golden Lager,0.049,18,Munich Helles Lager,12,Sly Fox Brewing Company,Pottstown, PA
Sly Fox Christmas Ale 2012 (2012),0.055,16,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA
Odyssey Imperial IPA,0.084,90,American Double / Imperial IPA,12,Sly Fox Brewing Company,Pottstown, PA
Oktoberfest Lager,0.058,25,Märzen / Oktoberfest,12,Sly Fox Brewing Company,Pottstown, PA
113 IPA,0.07,113,American IPA,12,Sly Fox Brewing Company,Pottstown, PA
Dunkel Lager,0.053,21,Munich Dunkel Lager,12,Sly Fox Brewing Company,Pottstown, PA
Royal Weisse Ale,0.056,11,Hefeweizen,12,Sly Fox Brewing Company,Pottstown, PA
Pikeland Pils,0.049,44,German Pilsener,12,Sly Fox Brewing Company,Pottstown, PA
Phoenix Pale Ale,0.051,40,American Pale Ale (APA),12,Sly Fox Brewing Company,Pottstown, PA
Rule G IPA,0.07,88,American IPA,12,Smartmouth Brewing Company,Norfolk, VA
Murphy's Law,0.058,35,American Amber / Red Ale,12,Smartmouth Brewing Company,Norfolk, VA
Alter Ego ,0.062,33,Saison / Farmhouse Ale,12,Smartmouth Brewing Company,Norfolk, VA
Snow King Pale Ale,0.06,55,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY
Zonker Stout,0.054,36,Foreign / Export Stout,12,Snake River Brewing Company,Jackson, WY
OB-1 Organic Ale,0.05,22,English Brown Ale,12,Snake River Brewing Company,Jackson, WY
Snake River Lager,0.05,18,Vienna Lager,12,Snake River Brewing Company,Jackson, WY
Snake River Pale Ale,0.052,32,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY
Pako’s EyePA,0.068,60,American IPA,12,Snake River Brewing Company,Jackson, WY
Dagger Falls IPA,0.063,100,American IPA,12,Sockeye Brewing Company,Boise, ID
Old Devil's Tooth,0.099,100,American Barleywine,12,Sockeye Brewing Company,Boise, ID
Hell-Diver Pale Ale,0.052,32,American Pale Ale (APA),12,Sockeye Brewing Company,Boise, ID
Woolybugger Wheat,0.046,12,American Pale Wheat Ale,12,Sockeye Brewing Company,Boise, ID
Winterfest,0.084,90,American Strong Ale,16,Sockeye Brewing Company,Boise, ID
LuckenBock,0.07,18,Bock,16,South Austin Brewery,South Austin, TX
Texas Pale Ale (TPA),0.055,40,American IPA,16,South Austin Brewery,South Austin, TX
Kol' Beer,0.05,22,Kölsch,16,South Austin Brewery,South Austin, TX
Na Zdraví Pilsner,0.048,32,Czech Pilsener,16,Southern Oregon Brewing Company,Medford, OR
Nice Rack IPA,0.055,65,American IPA,16,Southern Oregon Brewing Company,Medford, OR
2014 IPA Cicada Series,0.075,72,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Sinister Minister Black IPA,0.077,65,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Jack the Sipper,0.053,45,Extra Special / Strong Bitter (ESB),12,Southern Prohibition Brewing Com...,Hattiesburg, MS
Devil's Harvest Extra Pale Ale,0.058,60,American Pale Ale (APA),12,Southern Prohibition Brewing Com...,Hattiesburg, MS
Suzy B Dirty Blonde Ale,0.05,20,American Blonde Ale,12,Southern Prohibition Brewing Com...,Hattiesburg, MS
Mississippi Fire Ant,0.08,80,American Amber / Red Ale,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Hipster Breakfast,0.058,40,Oatmeal Stout,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Pine Belt Pale Ale,0.065,45,American Pale Ale (APA),12,Southern Star Brewing Company,Conroe, TX
Le Mort Vivant,0.069,23,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX
Red Cockaded Ale,0.085,110,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Valkyrie Double IPA,0.092,100,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Red Cockaded Ale (2013),0.085,110,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Old Potentate,0.072,40,Old Ale,12,Southern Star Brewing Company,Conroe, TX
Bombshell Blonde,0.05,20,American Blonde Ale,16,Southern Star Brewing Company,Conroe, TX
PRO-AM (2012) (2012),0.099,100,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Le Mort Vivant (2011),0.069,23,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX
Buried Hatchet Stout,0.083,50,Foreign / Export Stout,12,Southern Star Brewing Company,Conroe, TX
Baby Daddy Session IPA,0.047,35,American IPA,12,Speakasy Ales & Lagers,San Francisco, CA
Special Amber,0.05,22,Vienna Lager,12,Sprecher Brewing Company,Glendale, WI
Starr Pils,0.042,20,German Pilsener,12,Starr Hill Brewery,Crozet, VA
Northern Lights India Pale Ale,0.065,52,American IPA,16,Starr Hill Brewery,Crozet, VA
Festie,0.048,12,Märzen / Oktoberfest,12,Starr Hill Brewery,Crozet, VA
Third Eye Enlightened Pale Ale,0.065,65,American Pale Ale (APA),12,Steamworks Brewing Company,Durango, CO
Colorado Kölsch,0.049,17,Kölsch,12,Steamworks Brewing Company,Durango, CO
Steam Engine Lager,0.057,25,American Amber / Red Lager,12,Steamworks Brewing Company,Durango, CO
Third Eye Pale Ale,0.065,65,American IPA,12,Steamworks Brewing Company,Durango, CO
Point Special (Current),0.047,9,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Special,0.047,9,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Cascade Pale Ale (2013),0.054,33,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point, WI
Onyx Black Ale,0.052,9,American Black Ale,12,Stevens Point Brewery,Stevens Point, WI
Beyond The Pale IPA,0.063,64,American IPA,12,Stevens Point Brewery,Stevens Point, WI
Point Special (2013),0.047,9,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Special (2012),0.047,9,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Special Lager,0.047,9,American Adjunct Lager,16,Stevens Point Brewery,Stevens Point, WI
Point Oktoberfest,0.057,15,Märzen / Oktoberfest,16,Stevens Point Brewery,Stevens Point, WI
Point Nude Beach Summer Wheat,0.052,7,American Pale Wheat Ale,16,Stevens Point Brewery,Stevens Point, WI
Point Nude Beach Summer Wheat (2011),0.05,7,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI
Three Kings Ale,0.049,13,Kölsch,12,Stevens Point Brewery,Stevens Point, WI
2012 Black Ale,0.054,32,American Brown Ale,12,Stevens Point Brewery,Stevens Point, WI
Point Nude Beach Summer Wheat (2010),0.05,7,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI
Point Cascade Pale Ale,0.054,33,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point, WI
Point Amber Classic,0.047,14,American Amber / Red Lager,12,Stevens Point Brewery,Stevens Point, WI
Wisco Disco,0.051,31,American Amber / Red Ale,16,Stillmank Beer Company,Green Bay, WI
Sand Island Lighthouse,0.051,25,Kölsch,12,Straight to Ale,Huntsville, AL
Lily Flagg Milk Stout,0.05,30,Milk / Sweet Stout,12,Straight to Ale,Huntsville, AL
Monkeynaut IPA,0.072,70,American IPA,12,Straight to Ale,Huntsville, AL
American Lager,0.041,8,American Adjunct Lager,12,Straub Brewery,St Mary's, PA
American Amber,0.041,8,American Amber / Red Lager,12,Straub Brewery,St Mary's, PA
American Light,0.032,13,Light Lager,12,Straub Brewery,St Mary's, PA
Extra Pale Ale,0.053,49,American Pale Ale (APA),12,Summit Brewing Company,St Paul, MN
Make It So,0.053,40,Extra Special / Strong Bitter (ESB),12,Summit Brewing Company,St. Paul, MN
Hopvale Organic Ale,0.047,55,American Pale Ale (APA),16,Summit Brewing Company,St. Paul, MN
Unchained #18 Hop Silo,0.083,100,American Double / Imperial IPA,16,Summit Brewing Company,St. Paul, MN
Tip Off,0.052,29,Altbier,16,Sun King Brewing Company,Indianapolis, IN
Cowbell,0.054,23,American Porter,16,Sun King Brewing Company,Indianapolis, IN
Hop Up Offa That Brett (2014),0.058,20,Belgian Pale Ale,16,Sun King Brewing Company,Indianapolis, IN
PV Muckle (2013),0.083,23,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN
Bourbon Barrel Batch 666: Sympathy for the Devil,0.099,36,Belgian Dark Ale,16,Sun King Brewing Company,Indianapolis, IN
Whip Fight,0.09,30,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN
Port Barrel Wee Mac ,0.053,23,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN
Fistful Of Hops Red,0.064,75,American IPA,16,Sun King Brewing Company,Indianapolis, IN
Fistful of Hops Orange,0.063,75,American IPA,16,Sun King Brewing Company,Indianapolis, IN
Fistful Of Hops Blue,0.064,75,American IPA,16,Sun King Brewing Company,Indianapolis, IN
Fistful of Hops Green,0.064,75,American IPA,16,Sun King Brewing Company,Indianapolis, IN
Wee Muckle,0.09,30,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN
Royal Brat,0.065,55,Extra Special / Strong Bitter (ESB),16,Sun King Brewing Company,Indianapolis, IN
Grapefruit Jungle (GFJ),0.075,77,American IPA,16,Sun King Brewing Company,Indianapolis, IN
Osiris Pale Ale,0.056,50,American Pale Ale (APA),16,Sun King Brewing Company,Indianapolis, IN
Bourbon Barrel Aged Timmie,0.099,75,Russian Imperial Stout,16,Sun King Brewing Company,Indianapolis, IN
Stupid Sexy Flanders,0.063,23,Flanders Oud Bruin,16,Sun King Brewing Company,Indianapolis, IN
Ring of Dingle,0.071,27,Irish Dry Stout,16,Sun King Brewing Company,Indianapolis, IN
Bourbon Barrel Wee Mac,0.054,23,Scottish Ale,16,Sun King Brewing Company,Indianapolis, IN
Bourbon Barrel Johan,0.099,60,English Barleywine,16,Sun King Brewing Company,Indianapolis, IN
The Velvet Fog,0.09,24,Quadrupel (Quad),16,Sun King Brewing Company,Indianapolis, IN
Sun King Oktoberfest,0.055,23,Märzen / Oktoberfest,16,Sun King Brewing Company,Indianapolis, IN
Indianapolis Indians Lager,0.052,24,Dortmunder / Export Lager,16,Sun King Brewing Company,Indianapolis, IN
Indians Victory Lager (2012),0.052,24,Dortmunder / Export Lager,16,Sun King Brewing Company,Indianapolis, IN
Isis,0.091,91,American Double / Imperial IPA,16,Sun King Brewing Company,Indianapolis, IN
Wee Muckle (2011),0.09,30,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN
Grapefruit Jungle (GFJ) (2011),0.075,77,American IPA,16,Sun King Brewing Company,Indianapolis, IN
Sun King Oktoberfest (2011),0.055,23,Märzen / Oktoberfest,16,Sun King Brewing Company,Indianapolis, IN
Johan the Barleywine,0.099,60,English Barleywine,16,Sun King Brewing Company,Indianapolis, IN
Wee Mac Scottish-Style Ale,0.054,23,Scottish Ale,16,Sun King Brewing Company,Indianapolis, IN
Sunlight Cream Ale,0.053,20,Cream Ale,16,Sun King Brewing Company,Indianapolis, IN
Osiris Pale Ale (2010),0.056,50,American Pale Ale (APA),16,Sun King Brewing Company,Indianapolis, IN
Overrated! West Coast Style IPA,0.073,69,American IPA,16,Surly Brewing Company,Brooklyn Center, MN
WET,0.075,90,American IPA,16,Surly Brewing Company,Brooklyn Center, MN
Bitter Brewer,0.04,37,English Bitter,16,Surly Brewing Company,Brooklyn Center, MN
SurlyFest,0.055,34,Rye Beer,16,Surly Brewing Company,Brooklyn Center, MN
Coffee Bender,0.051,45,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN
Bender,0.051,45,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN
Abrasive Ale,0.097,120,American Double / Imperial IPA,16,Surly Brewing Company,Brooklyn Center, MN
Hell,0.051,20,Keller Bier / Zwickel Bier,16,Surly Brewing Company,Brooklyn Center, MN
CynicAle,0.067,33,Saison / Farmhouse Ale,16,Surly Brewing Company,Brooklyn Center, MN
Furious,0.062,99,American IPA,16,Surly Brewing Company,Brooklyn Center, MN
Big Nose,0.073,50,American IPA,12,Swamp Head Brewery,Gainesville, FL
Cotton Mouth,0.05,10,Witbier,12,Swamp Head Brewery,Gainesville, FL
Stump Knocker Pale Ale,0.056,35,American Pale Ale (APA),12,Swamp Head Brewery,Gainesville, FL
Midnight Oil,0.05,38,Oatmeal Stout,12,Swamp Head Brewery,Gainesville, FL
Wild Night,0.059,18,Cream Ale,12,Swamp Head Brewery,Gainesville, FL
Take Two Pils,0.055,35,German Pilsener,12,SweetWater Brewing Company,Atlanta, GA
Dodgy Knight Imperial IPA,0.08,95,American Double / Imperial IPA,12,TailGate Beer,San Diego, CA
TailGate IPA,0.05,44,American IPA,24,TailGate Beer,San Diego, CA
TailGate Hefeweizen,0.049,28,Hefeweizen,24,TailGate Beer,San Diego, CA
Blacktop Blonde,0.05,19,American Blonde Ale,24,TailGate Beer,San Diego, CA
Wooden Rooster,0.085,34,Tripel,16.9,Tallgrass Brewing Company,Manhattan, KS
Ginger Peach Saison,0.048,20,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan, KS
Zombie Monkie,0.062,35,American Porter,16,Tallgrass Brewing Company,Manhattan, KS
Wild Plum Farmhouse Ale,0.056,20,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan, KS
Vanilla Bean Buffalo Sweat,0.05,20,Oatmeal Stout,16,Tallgrass Brewing Company,Manhattan, KS
Ethos IPA,0.068,110,American IPA,16,Tallgrass Brewing Company,Manhattan, KS
Tallgrass Pub Ale,0.044,12,American Brown Ale,16,Tallgrass Brewing Company,Manhattan, KS
Oasis,0.072,93,Extra Special / Strong Bitter (ESB),16,Tallgrass Brewing Company,Manhattan, KS
Buffalo Sweat,0.05,20,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan, KS
Halcyon Unfiltered Wheat,0.05,20,American Pale Wheat Ale,16,Tallgrass Brewing Company,Manhattan, KS
